"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"16324","8_2",3,"Bro_ere","ambient","grazing",4,16,0,NA,NA,3,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16325","8_2",3,"Bro_ere","ambient","grazing",16,36,0,NA,NA,3,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16326","8_2",3,"Bro_ere","ambient","grazing",1,4,NA,NA,NA,0,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16327","8_2",3,"Bro_ere","ambient","grazing",1,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16328","8_2",3,"Bro_ere","ambient","grazing",1,NA,NA,NA,NA,0,0,0,4,0,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16329","8_2",3,"Bro_ere","ambient","grazing",1,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16330","8_2",3,"Bro_ere","ambient","grazing",0.25,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16331","8_2",3,"Bro_ere","ambient","grazing",0.25,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"8_2_3","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16342","8_2",4,"Bro_ere","ambient","grazing",9,1,0,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16343","8_2",4,"Bro_ere","ambient","grazing",9,4,0,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16344","8_2",4,"Bro_ere","ambient","grazing",20,42,1,1,NA,2,0,1,4,1,1,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16345","8_2",4,"Bro_ere","ambient","grazing",1,1,0,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16346","8_2",4,"Bro_ere","ambient","grazing",1,1,NA,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16347","8_2",4,"Bro_ere","ambient","grazing",0.25,1,NA,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16348","8_2",4,"Bro_ere","ambient","grazing",1,4,NA,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16349","8_2",4,"Bro_ere","ambient","grazing",1,0.25,NA,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16350","8_2",4,"Bro_ere","ambient","grazing",1,0.5,NA,NA,NA,2,0,1,4,1,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16351","8_2",4,"Bro_ere","ambient","grazing",0.25,NA,NA,NA,NA,2,0,1,4,0,0,0,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16352","8_2",4,"Bro_ere","ambient","grazing",NA,1,NA,NA,NA,0,0,4,4,0,0,1,2021,"8_2_4","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"16361","8_2",5,"Bro_ere","ambient","grazing",56,64,15,3,NA,9,0,4,4,1,3,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16362","8_2",5,"Bro_ere","ambient","grazing",42,49,14,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16363","8_2",5,"Bro_ere","ambient","grazing",4,4,2,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16364","8_2",5,"Bro_ere","ambient","grazing",9,NA,0,NA,NA,9,0,4,4,0,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16365","8_2",5,"Bro_ere","ambient","grazing",2,4,4,1,NA,9,0,4,4,1,1,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16366","8_2",5,"Bro_ere","ambient","grazing",6,9,3,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16367","8_2",5,"Bro_ere","ambient","grazing",4,4,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16368","8_2",5,"Bro_ere","ambient","grazing",1,0.5,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16369","8_2",5,"Bro_ere","ambient","grazing",2,9,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16370","8_2",5,"Bro_ere","ambient","grazing",4,9,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16371","8_2",5,"Bro_ere","ambient","grazing",4,16,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16372","8_2",5,"Bro_ere","ambient","grazing",2,1,0,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16373","8_2",5,"Bro_ere","ambient","grazing",56,64,22,NA,NA,9,0,4,4,1,0,0,2021,"8_2_5","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16389","8_2",6,"Bro_ere","ambient","grazing",120,100,24,0.5,NA,4,0,3,4,1,0.5,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16390","8_2",6,"Bro_ere","ambient","grazing",108,100,14,NA,NA,4,0,3,4,1,0,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16391","8_2",6,"Bro_ere","ambient","grazing",36,64,12,NA,NA,4,0,3,4,1,0,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16392","8_2",6,"Bro_ere","ambient","grazing",20,25,14,NA,NA,4,0,3,4,1,0,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16393","8_2",6,"Bro_ere","ambient","grazing",24,36,14,NA,NA,4,0,3,4,1,0,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16394","8_2",6,"Bro_ere","ambient","grazing",1,1,NA,NA,NA,0,0,3,4,1,0,0,2021,"8_2_6","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16410","8_2",7,"Bro_ere","ambient","grazing",30,36,9,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16411","8_2",7,"Bro_ere","ambient","grazing",25,49,6,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16412","8_2",7,"Bro_ere","ambient","grazing",99,182,13,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16413","8_2",7,"Bro_ere","ambient","grazing",56,42,10,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16414","8_2",7,"Bro_ere","ambient","grazing",64,100,18,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16415","8_2",7,"Bro_ere","ambient","grazing",64,64,27,NA,NA,3,0,1,4,1,0,0,2021,"8_2_7","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16423","8_2",8,"Bro_ere","ambient","grazing",49,36,13,1,NA,1,0,0,4,1,1,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16424","8_2",8,"Bro_ere","ambient","grazing",81,100,23,1,NA,1,0,0,4,1,1,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,1
"16425","8_2",8,"Bro_ere","ambient","grazing",24,30,3,NA,NA,1,0,0,4,1,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16426","8_2",8,"Bro_ere","ambient","grazing",30,9,3,NA,NA,1,0,0,4,1,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16427","8_2",8,"Bro_ere","ambient","grazing",90,81,14,NA,NA,1,0,0,4,1,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16428","8_2",8,"Bro_ere","ambient","grazing",2,NA,0,NA,NA,1,0,0,4,0,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16429","8_2",8,"Bro_ere","ambient","grazing",12,NA,3,NA,NA,1,0,0,4,0,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16430","8_2",8,"Bro_ere","ambient","grazing",2,NA,0,NA,NA,1,0,0,4,0,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16431","8_2",8,"Bro_ere","ambient","grazing",NA,NA,0,NA,NA,1,0,0,4,0,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",NA,0
"16432","8_2",8,"Bro_ere","ambient","grazing",4,9,0,NA,NA,1,0,0,4,1,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16433","8_2",8,"Bro_ere","ambient","grazing",2,9,0,NA,NA,1,0,0,4,1,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16434","8_2",8,"Bro_ere","ambient","grazing",1,NA,NA,NA,NA,0,0,0,4,0,0,0,2021,"8_2_8","ambient_grazing","Bro_ere_ambient_grazing",1,0
"16437","8_3",1,"Bro_ere","ambient","mowing",132,64,NA,11,NA,1,0,0,4,1,11,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16438","8_3",1,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,0,4,0,0,1,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16439","8_3",1,"Bro_ere","ambient","mowing",35,42,NA,7,NA,1,0,0,4,1,7,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16440","8_3",1,"Bro_ere","ambient","mowing",9,12,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16441","8_3",1,"Bro_ere","ambient","mowing",16,25,NA,2,NA,1,0,0,4,1,2,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16442","8_3",1,"Bro_ere","ambient","mowing",6,NA,NA,6,NA,1,0,0,4,0,6,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16443","8_3",1,"Bro_ere","ambient","mowing",9,NA,NA,1,NA,1,0,0,4,0,1,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16444","8_3",1,"Bro_ere","ambient","mowing",4,9,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16445","8_3",1,"Bro_ere","ambient","mowing",6,12,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16446","8_3",1,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16447","8_3",1,"Bro_ere","ambient","mowing",1,9,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16448","8_3",1,"Bro_ere","ambient","mowing",4,9,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16449","8_3",1,"Bro_ere","ambient","mowing",0.25,1,NA,NA,NA,1,0,0,4,1,0,0,2021,"8_3_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16471","8_3",2,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,2,4,0,0,1,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16472","8_3",2,"Bro_ere","ambient","mowing",81,100,NA,6,NA,2,0,2,4,1,6,0,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16473","8_3",2,"Bro_ere","ambient","mowing",42,64,NA,9,NA,2,0,2,4,1,9,0,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16474","8_3",2,"Bro_ere","ambient","mowing",4,9,NA,NA,NA,0,0,2,4,1,0,0,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16475","8_3",2,"Bro_ere","ambient","mowing",9,16,NA,3,NA,0,0,2,4,1,3,0,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16476","8_3",2,"Bro_ere","ambient","mowing",1,9,NA,NA,NA,0,0,2,4,1,0,0,2021,"8_3_2","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16499","8_3",3,"Bro_ere","ambient","mowing",42,49,NA,1,NA,0,0,1,4,1,1,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16500","8_3",3,"Bro_ere","ambient","mowing",20,42,NA,2,NA,0,0,1,4,1,2,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16501","8_3",3,"Bro_ere","ambient","mowing",1,9,NA,NA,NA,0,0,1,4,1,0,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16502","8_3",3,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16503","8_3",3,"Bro_ere","ambient","mowing",2,9,NA,NA,NA,0,0,1,4,1,0,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16504","8_3",3,"Bro_ere","ambient","mowing",1,16,NA,NA,NA,0,0,1,4,1,0,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16505","8_3",3,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16506","8_3",3,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,1,4,0,0,1,2021,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16530","8_3",4,"Bro_ere","ambient","mowing",9,25,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16531","8_3",4,"Bro_ere","ambient","mowing",36,49,NA,8,NA,5,0,2,4,1,8,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16532","8_3",4,"Bro_ere","ambient","mowing",9,9,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16533","8_3",4,"Bro_ere","ambient","mowing",16,25,NA,2,NA,5,0,2,4,1,2,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16534","8_3",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,5,0,2,4,0,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16535","8_3",4,"Bro_ere","ambient","mowing",12,16,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16536","8_3",4,"Bro_ere","ambient","mowing",20,36,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16537","8_3",4,"Bro_ere","ambient","mowing",6,9,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16538","8_3",4,"Bro_ere","ambient","mowing",1,NA,NA,NA,NA,5,0,2,4,0,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16539","8_3",4,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16540","8_3",4,"Bro_ere","ambient","mowing",1,9,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16541","8_3",4,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16542","8_3",4,"Bro_ere","ambient","mowing",4,16,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16543","8_3",4,"Bro_ere","ambient","mowing",1,1,NA,NA,NA,5,0,2,4,1,0,0,2021,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16564","8_3",5,"Bro_ere","ambient","mowing",72,56,NA,5,NA,2,0,9,4,1,5,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16565","8_3",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,2,0,9,4,0,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16566","8_3",5,"Bro_ere","ambient","mowing",9,4,NA,NA,NA,2,0,9,4,1,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16567","8_3",5,"Bro_ere","ambient","mowing",16,36,NA,3,NA,2,0,9,4,1,3,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16568","8_3",5,"Bro_ere","ambient","mowing",4,4,NA,NA,NA,2,0,9,4,1,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16569","8_3",5,"Bro_ere","ambient","mowing",0.5,4,NA,NA,NA,0,0,9,4,1,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16570","8_3",5,"Bro_ere","ambient","mowing",0.25,9,NA,NA,NA,0,0,9,4,1,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16571","8_3",5,"Bro_ere","ambient","mowing",0.25,9,NA,NA,NA,0,0,9,4,1,0,0,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16572","8_3",5,"Bro_ere","ambient","mowing",NA,4,NA,NA,NA,0,0,0,4,0,0,1,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16573","8_3",5,"Bro_ere","ambient","mowing",NA,4,NA,NA,NA,0,0,0,4,0,0,1,2021,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16595","8_3",6,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,9,4,0,0,1,2021,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16596","8_3",6,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,NA,0,0,9,4,0,0,1,2021,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16597","8_3",6,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,2,0,9,4,0,0,0,2021,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16598","8_3",6,"Bro_ere","ambient","mowing",0.25,4,NA,NA,NA,2,0,9,4,1,0,0,2021,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16599","8_3",6,"Bro_ere","ambient","mowing",1,1,NA,NA,NA,2,0,9,4,1,0,0,2021,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16616","8_3",7,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,5,4,0,0,1,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"16617","8_3",7,"Bro_ere","ambient","mowing",90,130,NA,NA,NA,2,0,5,4,1,0,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16618","8_3",7,"Bro_ere","ambient","mowing",20,9,NA,2,NA,2,0,5,4,1,2,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16619","8_3",7,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,2,0,5,4,1,0,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16620","8_3",7,"Bro_ere","ambient","mowing",1,1,NA,NA,NA,2,0,5,4,1,0,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16621","8_3",7,"Bro_ere","ambient","mowing",0.25,1,NA,NA,NA,2,0,5,4,1,0,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16622","8_3",7,"Bro_ere","ambient","mowing",1,9,NA,NA,NA,2,0,5,4,1,0,0,2021,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16634","8_3",8,"Bro_ere","ambient","mowing",36,49,NA,3,NA,3,0,2,4,1,3,0,2021,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16635","8_3",8,"Bro_ere","ambient","mowing",30,56,NA,2,NA,3,0,2,4,1,2,0,2021,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16636","8_3",8,"Bro_ere","ambient","mowing",80,120,NA,11,NA,0,0,2,4,1,11,0,2021,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"16637","8_3",8,"Bro_ere","ambient","mowing",1,1,NA,NA,NA,0,0,2,4,1,0,0,2021,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16638","8_3",8,"Bro_ere","ambient","mowing",1,16,NA,NA,NA,0,0,2,4,1,0,0,2021,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,0
"16659","9_1",1,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,2,4,0,0,1,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"16660","9_1",1,"Bro_ere","future","mowing",72,56,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16661","9_1",1,"Bro_ere","future","mowing",48,42,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16662","9_1",1,"Bro_ere","future","mowing",12,6,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16663","9_1",1,"Bro_ere","future","mowing",9,12,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16664","9_1",1,"Bro_ere","future","mowing",30,25,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16665","9_1",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,2,0,2,4,0,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"16666","9_1",1,"Bro_ere","future","mowing",6,9,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16667","9_1",1,"Bro_ere","future","mowing",4,4,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16668","9_1",1,"Bro_ere","future","mowing",12,9,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16669","9_1",1,"Bro_ere","future","mowing",1.5,4,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16670","9_1",1,"Bro_ere","future","mowing",0.5,1,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16671","9_1",1,"Bro_ere","future","mowing",2,5,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16672","9_1",1,"Bro_ere","future","mowing",3,4,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16673","9_1",1,"Bro_ere","future","mowing",0.5,1,NA,NA,NA,2,0,2,4,1,0,0,2021,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"16694","9_1",2,"Bro_ere","future","mowing",NA,1,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"16695","9_1",2,"Bro_ere","future","mowing",NA,1,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"16696","9_1",2,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"16697","9_1",2,"Bro_ere","future","mowing",56,72,NA,NA,NA,3,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16698","9_1",2,"Bro_ere","future","mowing",9,16,NA,NA,NA,3,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16699","9_1",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,3,0,1,4,0,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"16700","9_1",2,"Bro_ere","future","mowing",12,6,NA,NA,NA,3,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16701","9_1",2,"Bro_ere","future","mowing",9,4,NA,NA,NA,3,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16702","9_1",2,"Bro_ere","future","mowing",36,30,NA,NA,NA,3,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16703","9_1",2,"Bro_ere","future","mowing",1,1,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16704","9_1",2,"Bro_ere","future","mowing",1,0.5,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16705","9_1",2,"Bro_ere","future","mowing",2,2,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16706","9_1",2,"Bro_ere","future","mowing",3,6,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16707","9_1",2,"Bro_ere","future","mowing",1,6,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16708","9_1",2,"Bro_ere","future","mowing",0.25,0.5,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16709","9_1",2,"Bro_ere","future","mowing",2,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
